product_id,product_category,segment
c78b767da00efb70c1bcccab87c28cd5,computers_accessories,Electronics_and_Technology
a0253d43394dd4da9a5d7b1f546f1a32,computers_accessories,Electronics_and_Technology
051b9ff13dd55c0a6655a15ff296f80d,sports_leisure,Entertainment_and_Leisure
47859fca9dd7485cbd93c3e8993bb74f,bed_bath_table,Home_and_Living
e1d1d22e9f8122a4ec1533b032c12562,garden_tools,Home_and_Living
20e37962088a4061d3578def47a8648b,furniture_decor,Home_and_Living
1eba879220bd0981a0e2fbab499ed4e1,office_furniture,Home_and_Living
ce5b91848b91118daffb3af53b747475,sports_leisure,Entertainment_and_Leisure
5370b82a213393979691c98074265584,baby,Fashion_and_Lifestyle
b8dac5113b06a97e64943234522572b9,auto,Industry_and_Tools
750cf819d127191920eda79a4b6fb479,electronics,Electronics_and_Technology
e6af694343b45b56304ad91974a110b9,housewares,Home_and_Living
680874c570dad71c0a2844cfbf417054,furniture_decor,Home_and_Living
8b3a9476f74f5297f7ff0ec6d95fe1ea,furniture_decor,Home_and_Living
1c6fb703c624b381a20f21f757694866,toys,Entertainment_and_Leisure
db46052aed7dff59ba38cf2fe29b87f9,bed_bath_table,Home_and_Living
b864b103180d5a6a3f830e67f93e8735,baby,Fashion_and_Lifestyle
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,Entertainment_and_Leisure
83b9bc6aae6f527ff6aafb9e01d6cbf3,toys,Entertainment_and_Leisure
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,Entertainment_and_Leisure
bbf920aa6ac72007a726e6f419156f8f,furniture_decor,Home_and_Living
c3b7e4d83e530c27a8e6368296aece48,furniture_decor,Home_and_Living
c5d8079278e912d7e3b6beb48ecb56e8,health_beauty,Fashion_and_Lifestyle
5eaa343860dc445b3fd43d1b682809fd,sports_leisure,Entertainment_and_Leisure
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,Entertainment_and_Leisure
334479e94cba98064050db1c9636e244,auto,Industry_and_Tools
3fcd8dfe610c62edfb51de2630cd9ef4,baby,Fashion_and_Lifestyle
4c8056caed5757810b9a68b83c3759e6,luggage_accessories,Fashion_and_Lifestyle
30e77af9e7759bbaa0305d2fbc605dc4,fashion_shoes,Fashion_and_Lifestyle
92bf5d2084dfbcb57d9db7838bac5cd0,telephony,Electronics_and_Technology
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,Entertainment_and_Leisure
1065dbb6b0bf03daaedab1236979e296,stationery,Fashion_and_Lifestyle
0d826eba8e0a2ae3bca9e3a947dd756d,toys,Entertainment_and_Leisure
f8f6fd145cc00519283cf3100477b2b3,sports_leisure,Entertainment_and_Leisure
4e04ffb7dd3739ecfc37de8927dd586c,stationery,Fashion_and_Lifestyle
36555a2f528d7b2a255c504191445d39,health_beauty,Fashion_and_Lifestyle
22937a73f92a33040ab4e2540355a5d8,fashion_bags_accessories,Fashion_and_Lifestyle
dc21247da0290904ffbbcd5953c76f95,stationery,Fashion_and_Lifestyle
9020ce7adcc384b2899ae87ddc54767b,stationery,Fashion_and_Lifestyle
bfc1d1c62b1f7f401d8d9dda962bb870,sports_leisure,Entertainment_and_Leisure
6fef6d87bb6c2eb11d57a967209219a8,garden_tools,Home_and_Living
1e5428c428e0f783acd6e3d94ba4ee2a,computers,Electronics_and_Technology
94080f9219044d897195e2be145945dc,auto,Industry_and_Tools
d0389f20b3d11de54e1e4561df147683,home_construction,Home_and_Living
3e9b58f1436820c248d3f98d7229bb14,watches_gifts,Fashion_and_Lifestyle
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,Entertainment_and_Leisure
556702ebb73d3786a852ad3d5a8ad268,construction_tools_construction,Industry_and_Tools
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,Home_and_Living
e586ebb6022265ae1eea38f46ffe3ead,health_beauty,Fashion_and_Lifestyle
278b3c6462e86b4556b99989513ddf73,small_appliances,Home_and_Living
0d009643171aee696f4733340bc2fdd0,perfumery,Home_and_Living
be1be330cf34043d1c40d6114cbd11b5,watches_gifts,Fashion_and_Lifestyle
07f01b6fcacc1b187a71e5074199db2d,agro_industry_and_commerce,Industry_and_Tools
75b4372e69a42f8ae1d908c076f547b2,health_beauty,Fashion_and_Lifestyle
3569d4374a919941a50f57371b1dc93d,health_beauty,Fashion_and_Lifestyle
a3c95dc653d9a279b160bc0179385ed1,bed_bath_table,Home_and_Living
0992c6cba95a13bfa68ea7d5e22d478b,garden_tools,Home_and_Living
b1eae565a61935e0011ee7682fef9dc9,perfumery,Home_and_Living
2734390ee304b0f4817b3c233094fc16,musical_instruments,Entertainment_and_Leisure
32ee3f4e2493045726807808d7abbab6,bed_bath_table,Home_and_Living
c2367eda4f9623d0355dc5d7796d857a,bed_bath_table,Home_and_Living
7f34b85142d1ef9e077a0da9ada27385,furniture_decor,Home_and_Living
c478b1bbf9ec8c5691f37ccb83187386,computers_accessories,Electronics_and_Technology
f9ecf420c38b90a8af8e7f70fd789264,sports_leisure,Entertainment_and_Leisure
3a6a0247ced9dcb444b46caafdcdd368,health_beauty,Fashion_and_Lifestyle
adf591c625cb265c12bc6749d3a2f757,health_beauty,Fashion_and_Lifestyle
3e0f398b664b26e3224c79dbf435191f,sports_leisure,Entertainment_and_Leisure
64c8f1a52b407d92518a1f8b79240a70,telephony,Electronics_and_Technology
af16005fca813272caf59c432153949e,furniture_decor,Home_and_Living
e6a1ff3552ba3305c1cf0a4dde50347f,auto,Industry_and_Tools
d8a405c732027a2af3187b031890933d,auto,Industry_and_Tools
ce94e3c41145e28428cdae952a1fd7f2,watches_gifts,Fashion_and_Lifestyle
3f0f8de616df6efb39a48f3c64eea974,bed_bath_table,Home_and_Living
6ddc95e87149457c4c5177b0a474a9ba,furniture_decor,Home_and_Living
a2e2851eae0aebb8ee4df32348b42e2b,computers_accessories,Electronics_and_Technology
723f62c36c298037716bf60c0ad0df3a,watches_gifts,Fashion_and_Lifestyle
b2b3503e675abbc07e278151da072ed2,furniture_decor,Home_and_Living
c18c01e09509a509e2b88d3ed40c580e,baby,Fashion_and_Lifestyle
a41e356c76fab66334f36de622ecbd3a,#N/A,#N/A
e7cad5e8ed9b92e788262ad710c33bd0,sports_leisure,Entertainment_and_Leisure
c33d78b97260227119fb2b71be168fca,bed_bath_table,Home_and_Living
e8fd6f481db77b847e7ab93fa1510e7e,small_appliances,Home_and_Living
67bea89008edcb996cfe4e3d062b62a8,housewares,Home_and_Living
e8e86cbab028363545a5bf0ca5e226ee,furniture_living_room,Home_and_Living
c12b64bf0861a27e0f06c36ef82f457d,sports_leisure,Entertainment_and_Leisure
6f0169f259bb0ff432bfff7d829b9946,home_construction,Home_and_Living
b6f3b8136ba8302906df7e11ff908751,pet_shop,Home_and_Living
2be2be0a6a5916840503fdf50808ebcb,housewares,Home_and_Living
8efa775719397f78f79c8e5c7b0afbd4,furniture_decor,Home_and_Living
9e87e3ee09baee5f5c0513ff37bc60ab,bed_bath_table,Home_and_Living
a0abcee0132a5aed003d98e459b37698,bed_bath_table,Home_and_Living
7f6308ba4057a6a740af7b4dcfb79c13,telephony,Electronics_and_Technology
1eb4a9aee05c9cad041e09add2a26d68,luggage_accessories,Fashion_and_Lifestyle
8da90b37f0fb171b4877c124f965b1f6,perfumery,Home_and_Living
712a72a78ffb66cb6eee87eebbf54519,sports_leisure,Entertainment_and_Leisure
c5fb7fbe39f4e09e048ffbc5b28db49a,signaling_and_security,Industry_and_Tools
f17b05cc8a7651896df8c30884200e9a,air_conditioning,Home_and_Living
55ec10b39713ee81ee2c5bcb558cf866,fashion_bags_accessories,Fashion_and_Lifestyle
c190c4fe582c5b7ffff586506de83f01,furniture_decor,Home_and_Living
f908df99196805b5bc4ada9ef510b11b,sports_leisure,Entertainment_and_Leisure
ac5bae85a895724330c4acddd581b02b,telephony,Electronics_and_Technology
d8dee61c2034d6d075997acef1870e9b,#N/A,#N/A
cbaff83e2c00a2b731d27276bbf52082,art,Entertainment_and_Leisure
ad67f74682943e3857eebf3ca2538d1a,bed_bath_table,Home_and_Living
1e12f1836c1f08b25ef78fcdf76fbf08,garden_tools,Home_and_Living
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bags_accessories,Fashion_and_Lifestyle
60cf4effb6947283fa638d570bd07318,baby,Fashion_and_Lifestyle
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,Entertainment_and_Leisure
bb09cce52b336261572a5a7e25a33795,housewares,Home_and_Living
65a6462e42e05ab3b8dc613566736825,luggage_accessories,Fashion_and_Lifestyle
f2396540fbfac27b5117f0dbd6744b50,bed_bath_table,Home_and_Living
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,Entertainment_and_Leisure
0075c14603d80515e20908c156ceb47b,sports_leisure,Entertainment_and_Leisure
5a42f73d92034010a4e00360fb0df099,sports_leisure,Entertainment_and_Leisure
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,Entertainment_and_Leisure
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,Entertainment_and_Leisure
87fb220044e9aca16fbec51c6c997aa0,watches_gifts,Fashion_and_Lifestyle
484bf1dff778a416389aafd0dee1cb11,toys,Entertainment_and_Leisure
56139431d72cd51f19eb9f7dae4d1617,#N/A,#N/A
3cef8174403f4fdedbf24fa67fa9f132,baby,Fashion_and_Lifestyle
003938452c98ff9ab28e9e7b4bfe97ab,furniture_living_room,Home_and_Living
8d6cb00151d423c52855385c89f0bae8,auto,Industry_and_Tools
5877301b00f95e3c6118738b293dfab3,home_appliances,Home_and_Living
e0bbe6292471ff5ab3752414baf78111,watches_gifts,Fashion_and_Lifestyle
dd768d259ee6054e0dadd66c8e2be0b6,bed_bath_table,Home_and_Living
fc2edee55f4118969f4dc49f7a717605,auto,Industry_and_Tools
b521fddf2c8a7e7d1791bfb3c1b2f278,sports_leisure,Entertainment_and_Leisure
46b48281eb6d663ced748f324108c733,#N/A,#N/A
db7e6804f1a8206a7e51c9a741a09d9e,toys,Entertainment_and_Leisure
50556c630443502c11acde1c320fe278,health_beauty,Fashion_and_Lifestyle
88d2c501ec765f5d7e8038fa6aab0e62,health_beauty,Fashion_and_Lifestyle
722fb67c17907e21734449c091420bf5,housewares,Home_and_Living
43b6d9e46e1e6b8ac743a1c31e462937,garden_tools,Home_and_Living
1ffe365aa7583189e63f2fa4f060b269,sports_leisure,Entertainment_and_Leisure
3014e35fd70fce29095ced5cdc89f4ce,telephony,Electronics_and_Technology
e869d449cc32881790ef9af9b4c670f8,office_furniture,Home_and_Living
a1b3a75aaaee5c9a683f2266c088f720,watches_gifts,Fashion_and_Lifestyle
7fdbc1ecf5fdf5c98d9b14e110133eb3,sports_leisure,Entertainment_and_Leisure
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bags_accessories,Fashion_and_Lifestyle
1cf39a397efa955b102a52ee7ec5531c,auto,Industry_and_Tools
f9471562478eba8761bc985b968a0092,housewares,Home_and_Living
e96bac5656eaec25f3d76757fa16d9d3,home_construction,Home_and_Living
16b06ede456b922e56fbb4b3818aa875,fashion_bags_accessories,Fashion_and_Lifestyle
c7147724cd430269c6296fc758c0a086,housewares,Home_and_Living
dbb399a8be7395d5b136d49fcdce13df,computers_accessories,Electronics_and_Technology
ed46d1fbd7bf78ce79910c09fb892abb,sports_leisure,Entertainment_and_Leisure
d458378a178cd7cae60052319cebf235,stationery,Fashion_and_Lifestyle
596363933adf57df745ecbc8afeec226,sports_leisure,Entertainment_and_Leisure
4473f3e5c65952b074ef987fa5c24662,telephony,Electronics_and_Technology
8c9faf6aabee9b2a30b83f92d786f6de,books_general_interest,Entertainment_and_Leisure
8e71b24c3e25a92fef6176120a67fac7,computers_accessories,Electronics_and_Technology
828fe032935d7c1901682e5b6cc076c2,perfumery,Home_and_Living
19502a282608c5627fb32e22724727fc,toys,Entertainment_and_Leisure
df473738565b52f77b4e22b328b41576,costruction_tools_tools,Industry_and_Tools
657491063e8a63247a108a4d9cedf020,toys,Entertainment_and_Leisure
a388f2043ca885de714453e4fac616e2,telephony,Electronics_and_Technology
4c6018f41a6c2e5543cc034e94f5ce5b,garden_tools,Home_and_Living
a85543a371d5cfafedb80a8177a692b5,housewares,Home_and_Living
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_beach,Fashion_and_Lifestyle
6d14f72afff32795290f2df6507f063c,luggage_accessories,Fashion_and_Lifestyle
75b433ca888fe027b18dfac89a284667,electronics,Electronics_and_Technology
9aa70106d14b83c7ad033592870b2b30,housewares,Home_and_Living
42fe4aefc7e8a45dd96a59af81dd3fef,auto,Industry_and_Tools
a04cf12934a318be6550b1aeab938bf2,fashion_shoes,Fashion_and_Lifestyle
224703229a7c966a5b191651e1561be2,sports_leisure,Entertainment_and_Leisure
43724b27731595d954e911f443fb1cc4,construction_tools_construction,Industry_and_Tools
b29ca3d3127057c43ef4b364bbe360ea,health_beauty,Fashion_and_Lifestyle
5e21d5cab5d33e770d8150a4ee6117db,watches_gifts,Fashion_and_Lifestyle
55610b8b7d48294e69fc23f513dfbe98,furniture_decor,Home_and_Living
68bfdbfe84f03af17733b10362f10020,furniture_decor,Home_and_Living
5fb61f482620cb672f5e586bb132eae9,#N/A,#N/A
a5bc1334f1762ce0a844f3f694dc08e1,bed_bath_table,Home_and_Living
701ff123e9085dcc9c2f833efded6374,cool_stuff,Entertainment_and_Leisure
73b499a2f5002c0a2158a478cc5a096c,housewares,Home_and_Living
42f14eda412436b96cde4f4025ed5f25,sports_leisure,Entertainment_and_Leisure
47969dd948e918289f809be899ddfb4c,stationery,Fashion_and_Lifestyle
446295cf6f689d4db477145815362608,stationery,Fashion_and_Lifestyle
280c05c66173c2b377f3e449e33abc6d,toys,Entertainment_and_Leisure
4a96de21ccfb22ebe1c56992acbbd7fc,air_conditioning,Home_and_Living
c45a1de8cdb00af9ba1f3c097561b77a,bed_bath_table,Home_and_Living
1b37262ebd1307a6c9aab9aca8584e76,pet_shop,Home_and_Living
04869307f7e7dc5b07f1d83406ade1e5,toys,Entertainment_and_Leisure
8bb6ace4cf2411747ea1cfecad5a458d,baby,Fashion_and_Lifestyle
21db47f6493b06e8e7fc562ec9890e77,computers_accessories,Electronics_and_Technology
f4d705aa95ccca448e5b0deb6e5290ba,bed_bath_table,Home_and_Living
bbaef2eadf31fe3ea6702077398be06c,perfumery,Home_and_Living
3fc3d637781e5d185455013606a6e2cd,electronics,Electronics_and_Technology
21d325f98c6505a72b1bcf363f3d3f88,toys,Entertainment_and_Leisure
f6691c7e7a0c12d28003c97608dfe605,fashion_male_clothing,Fashion_and_Lifestyle
c615805546392ec3b8a20c6590c4d400,pet_shop,Home_and_Living
6e9c52b407fea24064f7ab2b144fbf8c,baby,Fashion_and_Lifestyle
e07f6e9343cad06f34d0a7a09eeac4d7,health_beauty,Fashion_and_Lifestyle
80fc21f90a43fdcfc623f11f5457db10,watches_gifts,Fashion_and_Lifestyle
9cafef108028ea326352e901a8b729a7,bed_bath_table,Home_and_Living
dd783a33bc94bef9c728611320d559e7,health_beauty,Fashion_and_Lifestyle
ec019a7e1feb42072e2a07b6317c7edb,toys,Entertainment_and_Leisure
20424e1f503b9ceeeee60b717b11ec36,housewares,Home_and_Living
795ed173180b101b114960e572d2181f,luggage_accessories,Fashion_and_Lifestyle
40a75445dcf4958b8c9b3dac6898094b,sports_leisure,Entertainment_and_Leisure
fff0a542c3c62682f23305214eaeaa24,stationery,Fashion_and_Lifestyle
21419fbb5e6e21591c1dc83cb75aec07,home_construction,Home_and_Living
d801448d8cf48fd15a66dc8779d47241,watches_gifts,Fashion_and_Lifestyle
d1fbb5683c8e93f314d0f2bf40d07761,bed_bath_table,Home_and_Living
4e7f36f28c51e114a343625b628dd429,cool_stuff,Entertainment_and_Leisure
58bef3ad35aed45b92cf03510e6cf5ce,sports_leisure,Entertainment_and_Leisure
532d7f19b8005e415f5b98a1cf4a8690,housewares,Home_and_Living
aedb7e30007f6051c5b3f97156b0848a,art,Entertainment_and_Leisure
c752f2bc46ad4b389290cf5828a1db62,health_beauty,Fashion_and_Lifestyle
7207700449f2433076d70a5b1c004eb4,consoles_games,Entertainment_and_Leisure
582dfc3697c5f834a5ddf28460ba9222,fashion_bags_accessories,Fashion_and_Lifestyle
54910b8287ecea5f93a008ebfa94a15c,bed_bath_table,Home_and_Living
ecaae002060173ec59f5b168cbd55d70,auto,Industry_and_Tools
9e48435521202c8795e21ac42efcc761,computers_accessories,Electronics_and_Technology
f46c384460008df0071849d01b39834f,sports_leisure,Entertainment_and_Leisure
4fe53f6c123977ffa0dda91a2962c9e8,furniture_decor,Home_and_Living
7aeb83cae61b0e94e6426cba2598ad9e,housewares,Home_and_Living
3fc23ad64a8ee1f1451c8c44932c5d22,costruction_tools_tools,Industry_and_Tools
e10758160da97891c2fdcbc35f0f031d,#N/A,#N/A
dccef777bc505f2eca720502c209988d,home_appliances,Home_and_Living
b6be875acca0b4862cae6479c5d9e6fa,garden_tools,Home_and_Living
84e1b9c6ba2ed178bd217097b41f1251,kitchen_dining_laundry_garden_furniture,Home_and_Living
93c285dad77a797cf2193ead6afbe107,housewares,Home_and_Living
1ba7948f3aa31cdaf78a4885f3c5385a,toys,Entertainment_and_Leisure
6a61a5d77a8571a0646e8c0f75f572f4,health_beauty,Fashion_and_Lifestyle
0e40b1ed4cfd3da1962ec91913e54ba8,electronics,Electronics_and_Technology
2de8789bf8abcd2f6c7866f9429b1986,pet_shop,Home_and_Living
d394d30215872be4cda2c67c1ce5b981,sports_leisure,Entertainment_and_Leisure
9181a16945ef449aa81212d5139945ec,baby,Fashion_and_Lifestyle
b166907a5770631b7deedd0891b1b7ab,housewares,Home_and_Living
302a19dacdbb5ed2f74f9dee8126ef79,baby,Fashion_and_Lifestyle
1fb2c1a0d7f863e0644077cb5d8f80df,office_furniture,Home_and_Living
0a17941f41b99d2f070fab54b458a4a4,luggage_accessories,Fashion_and_Lifestyle
98190f6a2c3253d07ca86525bb238162,electronics,Electronics_and_Technology
a18a23a783fb7576a8f0f6fbc2ae2b58,health_beauty,Fashion_and_Lifestyle
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,toys,Entertainment_and_Leisure
71c808620fa8dafbe6cd6c638cc67567,sports_leisure,Entertainment_and_Leisure
25cdef5b1428725aa16b8b9a6fbd72ca,industry_commerce_and_business,Industry_and_Tools
a1bf559ac1eab015ba992bd76d9d76c7,computers_accessories,Electronics_and_Technology
3b82733180834cc02658403163260204,office_furniture,Home_and_Living
eca3036ef7ba11b3331c334b7053fe13,telephony,Electronics_and_Technology
6b75ce117b8fcc75289cb6cbe589de6c,fixed_telephony,Electronics_and_Technology
23ab7bb9eac81e85ec43ed71064cf7ce,bed_bath_table,Home_and_Living
5cfe07a11fd4f35d3c5ca21cd60cee6e,fashion_shoes,Fashion_and_Lifestyle
78119fbfa709d07b86f5ccf15043c6d6,cool_stuff,Entertainment_and_Leisure
9138555a5066b7f16bf15e75c7db067c,construction_tools_lights,Industry_and_Tools
1ec5373950b7877c5de483a123223810,sports_leisure,Entertainment_and_Leisure
34607082301052079a3bffcd12c5ecfb,housewares,Home_and_Living
4ceab0364ce2bef8363b89f4719bbff7,bed_bath_table,Home_and_Living
c9fe02894880831f6f28d5ac212d036f,construction_tools_safety,Industry_and_Tools
3c883b9d3fd2d0ce448d4136349dc0a4,bed_bath_table,Home_and_Living
98d0e0ca6213edc063889593a2475e36,auto,Industry_and_Tools
f2c1df0fc307ec60e3321c708c1dcac3,bed_bath_table,Home_and_Living
622d3b263cd40b06e1eeea144fb83f19,baby,Fashion_and_Lifestyle
15cd31f93b25e5a517f05b1af31d353f,toys,Entertainment_and_Leisure
cd7701670288642f7be9437dec9034c1,perfumery,Home_and_Living
3519403062e217f433e0bbdc52e0b19f,consoles_games,Entertainment_and_Leisure
37dffde0476450e75dae423136954b0f,auto,Industry_and_Tools
d68bd4dedccc5545b1ff6629de8fb021,computers_accessories,Electronics_and_Technology
e4c0d69bafff0157f574aae9a147a8c1,furniture_decor,Home_and_Living
b6b4ab44d1f3c2a645abbda76af2a993,watches_gifts,Fashion_and_Lifestyle
d19d6968c8fa843da04bf9c9d23c312f,auto,Industry_and_Tools
de984954e2e130136bcf8988bc973d90,musical_instruments,Entertainment_and_Leisure
c6336fa91fbd87c359e44f5dca5a90ed,sports_leisure,Entertainment_and_Leisure
d10abea506594de1dd5ea21851f94062,health_beauty,Fashion_and_Lifestyle
4bae12e58c9b828e1302a2cad437b80a,consoles_games,Entertainment_and_Leisure
aba0932cedf32b2a7b6b832f11769613,health_beauty,Fashion_and_Lifestyle
f777c903946dd86fd00cd5b32ec3e907,construction_tools_construction,Industry_and_Tools
39e3b9b12cd0bf8ee681bbc1c130feb5,#N/A,#N/A
2e511b5741ab14e7f5294df6f1310b03,computers_accessories,Electronics_and_Technology
74f250adf8f41738ca96718232a41499,furniture_decor,Home_and_Living
f16ced867a24a244afefb5b867f337df,fashion_bags_accessories,Fashion_and_Lifestyle
1ce0e963805e3c170485768e8b09fe65,furniture_decor,Home_and_Living
794de06c32a626a5692ff50e4985d36f,#N/A,#N/A
a530b23a71594d0d986a30359e207762,furniture_decor,Home_and_Living
d294bd539d8c70342149beb38b767afc,watches_gifts,Fashion_and_Lifestyle
fe9184887637170f6da65623475d6a66,construction_tools_construction,Industry_and_Tools
3da6f3c6c1ac8c36ff45b1a493a44e82,furniture_decor,Home_and_Living
8a4667ce8c036b0d54dd65a38298bfc0,luggage_accessories,Fashion_and_Lifestyle
26d114f0b4f14f5e3b3db0e211019777,furniture_decor,Home_and_Living
ef22b718807d8b96162d9b021912f178,fashion_male_clothing,Fashion_and_Lifestyle
599e5320aef0c7dd9e3fed9b2f673d41,computers_accessories,Electronics_and_Technology
acfc0fd945c522a0d2266d45bcdd91c6,pet_shop,Home_and_Living
2029248294c186017ecfc48cecd47bbd,garden_tools,Home_and_Living
e8f22df5fa5b454907286aa61d6216a8,fashion_shoes,Fashion_and_Lifestyle
4da06dee0a480b5d666886ea00b4d9b3,bed_bath_table,Home_and_Living
39d5f0edfbb6ee4d1c524dd620c0bc7a,garden_tools,Home_and_Living
185013b2b9237c14bd26a394d9fda023,air_conditioning,Home_and_Living
3d1e658dd7dc71b44b125bdd18236fb3,furniture_decor,Home_and_Living
5e459bd31247ee46fa95b09556600a6a,fashion_shoes,Fashion_and_Lifestyle
bb31a27a0b24236c8ce7e0c6264c51ec,telephony,Electronics_and_Technology
99a5e7a2c16478ff3f0ea9c20eb2820f,auto,Industry_and_Tools
8a2d3285de64b2117fbf83784acd09fc,auto,Industry_and_Tools
fdac82e439dafa5f87a9547581532380,auto,Industry_and_Tools
b3f29e4bbae3c829f7c4231074c307ee,housewares,Home_and_Living
115bc0865dc675638645e1ab5311e30c,baby,Fashion_and_Lifestyle
e71ba6dc5ef4b3bada7ee8d17304d31e,consoles_games,Entertainment_and_Leisure
062597771ee91356ea34084f28c03a4b,fashion_bags_accessories,Fashion_and_Lifestyle
8d51190d4e52d32e6abf3d0551501114,telephony,Electronics_and_Technology
10d43b23591dde746f32fe6a7beb5bfb,health_beauty,Fashion_and_Lifestyle
b0cd550945da1de6eb9cb69595d540df,sports_leisure,Entertainment_and_Leisure
e83ded7d97b96d338c4e72bb1ff7676c,garden_tools,Home_and_Living
ce130b350f529a1d6288f927da7404ea,bed_bath_table,Home_and_Living
c04b8195870068ff5c495f269a0bc993,books_technical,Entertainment_and_Leisure
454157d7294823cc44ad21d4fe31474a,sports_leisure,Entertainment_and_Leisure
f0737b524fe6b57f2ad4f174ce23a62c,sports_leisure,Entertainment_and_Leisure
bc4a074ab7a7ff14e98fa64671a79dc0,health_beauty,Fashion_and_Lifestyle
6c3fc3c928cf7d57418923ffea326d9a,cool_stuff,Entertainment_and_Leisure
dc582e9ac5036846acfeeb3093b17aa7,perfumery,Home_and_Living
e84fb20fe338824c220166d3cd562cbd,health_beauty,Fashion_and_Lifestyle
3c2f792f1041177a81913a977431a99e,electronics,Electronics_and_Technology
bcad5b050c241af2fdc24c51556b297c,garden_tools,Home_and_Living
0d8c64a12c0e49b2515674c031b965a1,furniture_decor,Home_and_Living
e5d860a0fff2e94bd1a406456cc6c4b3,home_appliances_2,Home_and_Living
eca26be90d3b3454dd69a13a05bdb46e,fashion_bags_accessories,Fashion_and_Lifestyle
c4344f6de69a96da8febce3f885171f0,consoles_games,Entertainment_and_Leisure
f092eaa771e3dca0bfeca32b5c9d5669,musical_instruments,Entertainment_and_Leisure
debefa981200019b8c4a45d0176125a6,bed_bath_table,Home_and_Living
d0877f0094337c414d23f5a3c7bad20c,office_furniture,Home_and_Living
4ed86bcb86407328452ac1c5b3b89d67,baby,Fashion_and_Lifestyle
e117ca2a90cfd40b93450b0b60f834e4,bed_bath_table,Home_and_Living
7af3e2da474486a3519b0cba9dea8ad9,#N/A,#N/A
4c303e0fd131aa3fe487c108b5aa8c06,party_supplies,Entertainment_and_Leisure
63f7cd79973145c9e6bb11c5fd03e82e,fashion_bags_accessories,Fashion_and_Lifestyle
a2bd2eae20998a24c22b110334928b02,luggage_accessories,Fashion_and_Lifestyle
55103cbbe0851d3a303a022cc4140628,luggage_accessories,Fashion_and_Lifestyle
f97d74310019b255120e4316f4515d74,fashion_bags_accessories,Fashion_and_Lifestyle
3d649f0e12c7b5f9ec7e00f538cc13f3,health_beauty,Fashion_and_Lifestyle
9a5a361f3cd6c280f6bf4ffb6207c51e,stationery,Fashion_and_Lifestyle
c354569eefd558bf201d0aedf35608ed,bed_bath_table,Home_and_Living
7f383ce1a13d3d90e3d6074557ee8deb,telephony,Electronics_and_Technology
f2a1b32f85cad59ff2a8444154ac25f0,air_conditioning,Home_and_Living
